$ cat mtr-report.txt 
################ 159.65.134.117 ##########################
Start: 2021-06-20T14:06:05+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  9.|-- be2490.ccr42.lon13.atlas.  0.0%     5  196.8 196.8 196.7 197.0   0.1
 10.|-- be12488.ccr42.ams03.atlas  0.0%     5  340.4 297.6 211.3 340.4  49.9
 11.|-- be2440.agr21.ams03.atlas.  0.0%     5  206.6 206.6 206.4 206.8   0.1
 12.|-- m247.demarc.cogentco.com   0.0%     5  210.7 210.9 210.7 211.0   0.1
 13.|-- 217.138.223.233            0.0%     5  229.5 229.9 222.0 248.4  10.7
 14.|-- irb-0.agg2.thg1.nl.m247.c  0.0%     5  230.9 227.5 223.1 230.9   3.1
 15.|-- 2.58.44.62                 0.0%     5  211.5 211.5 211.5 211.7   0.1
################ 91.207.173.182 ##########################
Start: 2021-06-20T14:16:19+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.4   4.3   0.1  20.1   8.9
  3.|-- 198.18.202.109             0.0%     5   54.7  56.3  54.7  57.6   1.1
  4.|-- v1103.core1.mia1.he.net    0.0%     5  101.1 100.5 100.3 101.1   0.4
  5.|-- 100ge11-1.core1.atl1.he.n  0.0%     5  128.2 128.2 128.2 128.3   0.0
  6.|-- 100ge16-1.core1.chi1.he.n  0.0%     5  134.9 134.9 134.7 135.1   0.1
  7.|-- 100ge2-2.core2.chi1.he.ne  0.0%     5  134.8 134.9 134.8 134.9   0.1
  8.|-- 100ge14-2.core1.msp1.he.n  0.0%     5  146.7 146.9 146.5 147.7   0.4
  9.|-- 100ge11-2.core1.sea1.he.n  0.0%     5  154.0 157.0 147.8 169.1   7.8
 10.|-- 100ge11-2.core1.tyo1.he.n  0.0%     5  300.7 300.9 300.7 301.0   0.1
 11.|-- 100ge11-1.core1.sin1.he.n  0.0%     5  302.8 302.8 302.7 302.8   0.0
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- vlan2902.as04.wco1.sg.m24  0.0%     5  318.3 318.2 318.2 318.3   0.1
 14.|-- 91.207.173.182             0.0%     5  318.1 318.0 317.8 318.1   0.1
################ 91.207.173.186 ##########################
Start: 2021-06-20T14:16:32+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.8   0.5   0.4   0.8   0.2
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.3   0.3   0.4   0.1
  3.|-- 198.18.202.109             0.0%     5   56.1  55.8  54.8  56.2   0.5
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.4 100.4 100.3 100.5   0.1
  5.|-- 100ge0-36.core2.tpa1.he.n  0.0%     5  105.4 105.3 105.3 105.4   0.0
  6.|-- 100ge5-2.core1.atl1.he.ne  0.0%     5  129.0 129.1 129.0 129.3   0.1
  7.|-- 100ge16-1.core1.chi1.he.n  0.0%     5  135.6 135.7 135.6 135.8   0.1
  8.|-- 100ge2-2.core2.chi1.he.ne  0.0%     5  135.7 135.9 135.7 136.4   0.3
  9.|-- 100ge14-2.core1.msp1.he.n  0.0%     5  147.5 147.3 147.2 147.5   0.1
 10.|-- 100ge11-2.core1.sea1.he.n  0.0%     5  148.3 148.9 148.2 151.0   1.2
 11.|-- 100ge11-2.core1.tyo1.he.n  0.0%     5  301.3 301.2 301.2 301.3   0.1
 12.|-- 100ge11-1.core1.sin1.he.n  0.0%     5  317.7 309.5 303.6 318.6   7.9
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- vlan2902.as04.wco1.sg.m24  0.0%     5  319.3 325.4 319.1 350.3  13.9
 15.|-- 91.207.173.186             0.0%     5  318.9 319.0 318.9 319.2   0.1
################ 23.227.143.74 ##########################
Start: 2021-06-20T14:16:46+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   3.5   0.2  16.2   7.1
  3.|-- 198.18.202.109             0.0%     5   54.8  56.3  54.8  57.9   1.2
  4.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  5.|-- be2025.ccr21.mia01.atlas.  0.0%     5  100.9 101.0 100.8 101.1   0.1
  6.|-- be3482.ccr41.atl01.atlas.  0.0%     5  114.1 114.1 114.0 114.2   0.0
  7.|-- be2112.ccr41.dca01.atlas.  0.0%     5  125.0 125.0 125.0 125.1   0.1
  8.|-- be2806.ccr41.jfk02.atlas.  0.0%     5  130.9 130.7 130.6 130.9   0.1
  9.|-- be2236.rcr21.ewr02.atlas.  0.0%     5  131.0 131.0 131.0 131.2   0.1
 10.|-- be3791.rcr51.ewr06.atlas.  0.0%     5  131.9 131.8 131.5 131.9   0.2
 11.|-- be3790.nr51.b033057-0.ewr  0.0%     5  132.1 132.1 132.1 132.2   0.1
 12.|-- 38.122.244.34              0.0%     5  129.7 129.7 129.7 129.9   0.1
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- 23.227.143.74              0.0%     5  129.6 129.6 129.5 129.6   0.0
################ 92.38.148.57 ##########################
Start: 2021-06-20T14:17:03+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   1.7   0.4   7.0   3.0
  2.|-- 10.10.0.1                  0.0%     5    0.4   0.3   0.2   0.4   0.1
  3.|-- 198.18.202.109             0.0%     5   56.0  55.8  55.1  56.5   0.5
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.2 100.3 100.2 100.4   0.1
  5.|-- 100ge0-34.core2.hou1.he.n 20.0%     5  135.6 135.7 135.6 135.8   0.1
  6.|-- 100ge11-2.core1.dal1.he.n  0.0%     5  134.9 135.0 134.9 135.3   0.2
  7.|-- 100ge0-75.core3.dal1.he.n  0.0%     5  139.9 135.9 134.9 139.9   2.2
  8.|-- 100ge2-2.core4.fmt2.he.ne  0.0%     5  141.7 142.6 141.7 144.6   1.2
  9.|-- 100ge9-1.core1.pao1.he.ne  0.0%     5  141.8 141.8 141.8 141.9   0.0
 10.|-- eqix-pa-sv5.gcore.lu       0.0%     5  175.9 175.9 175.8 175.9   0.0
 11.|-- 10.255.65.171              0.0%     5  174.9 175.0 174.9 175.1   0.1
 12.|-- 10.255.2.147               0.0%     5  174.9 175.0 174.9 175.0   0.0
 13.|-- 10.255.52.183              0.0%     5  174.9 174.9 174.8 174.9   0.0
 14.|-- gw.gcore.lu                0.0%     5  174.9 175.0 174.9 175.1   0.1
 15.|-- hosted-by.zenex5.com       0.0%     5  175.2 175.0 174.9 175.2   0.1
################ 37.120.199.150 ##########################
Start: 2021-06-20T14:17:21+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.4   0.2   0.9   0.3
  3.|-- 198.18.202.109             0.0%     5   55.0  54.8  54.7  55.0   0.1
  4.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  5.|-- be2027.ccr22.mia01.atlas.  0.0%     5  101.0 100.9 100.8 101.0   0.1
  6.|-- be3483.ccr42.atl01.atlas.  0.0%     5  114.2 114.9 114.2 118.1   1.7
  7.|-- be2113.ccr42.dca01.atlas.  0.0%     5  125.1 126.2 124.9 130.8   2.6
  8.|-- be2332.ccr32.bio02.atlas.  0.0%     5  198.3 197.5 197.2 198.3   0.4
  9.|-- be2325.ccr32.mad05.atlas.  0.0%     5  201.3 204.5 200.9 218.2   7.7
 10.|-- quantum-sistemas.demarc.c  0.0%     5  403.0 280.4 215.2 403.0  75.1
 11.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 12.|-- vlan2910.as08.mad1.es.m24  0.0%     5  200.8 200.8 200.8 200.9   0.0
 13.|-- 37.120.199.150             0.0%     5  201.7 201.7 201.6 201.8   0.1
################ 177.54.148.22 ##########################
Start: 2021-06-20T14:17:35+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.5   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.3   0.2   0.5   0.1
  3.|-- 10.255.0.141               0.0%     5   47.9  48.0  47.8  48.3   0.2
  4.|-- 10.10.0.10                 0.0%     5   47.9  47.9  47.9  48.0   0.1
  5.|-- hosted-by.hiperz.com       0.0%     5   47.8  47.8  47.8  47.8   0.0
################ 138.68.106.122 ##########################
Start: 2021-06-20T14:17:47+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.3   0.2   0.7   0.2
  3.|-- 198.18.202.109             0.0%     5   54.8  54.8  54.7  55.1   0.1
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.4 100.4 100.4 100.5   0.0
  5.|-- 100ge11-1.core1.atl1.he.n  0.0%     5  128.3 129.3 128.2 132.9   2.0
  6.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  131.6 131.6 131.5 131.7   0.1
  7.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  136.5 136.5 136.4 136.6   0.1
  8.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  214.3 214.3 214.2 214.4   0.1
  9.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 10.|-- 138.197.244.67             0.0%     5  213.3 213.3 213.1 213.4   0.1
 11.|-- 138.197.250.134            0.0%     5  213.8 213.7 213.7 213.8   0.1
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- 138.68.106.122             0.0%     5  213.2 213.4 213.2 213.9   0.3
################ 46.101.6.237 ##########################
Start: 2021-06-20T14:17:59+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.5   0.5   0.4   0.6   0.1
  2.|-- 10.10.0.1                  0.0%     5    0.2  12.8   0.2  62.9  28.0
  3.|-- 198.18.202.109             0.0%     5   56.6  56.0  55.4  56.6   0.5
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.5 100.7 100.5 101.4   0.4
  5.|-- 100ge11-1.core1.atl1.he.n  0.0%     5  128.2 128.3 128.2 128.4   0.1
  6.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  130.8 130.9 130.8 130.9   0.1
  7.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  142.4 140.4 135.4 144.8   4.6
  8.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  214.5 214.7 214.4 215.2   0.3
  9.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 10.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 11.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- 46.101.6.237               0.0%     5  200.4 200.4 200.2 200.8   0.2
################ 139.59.58.226 ##########################
Start: 2021-06-20T14:18:12+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   1.3   0.4   4.6   1.9
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.3   0.2   0.5   0.1
  3.|-- 195.22.221.78              0.0%     5    0.8   0.9   0.8   1.1   0.1
  4.|-- 89.221.41.177              0.0%     5  104.2 104.0 103.9 104.2   0.1
  5.|-- ix-ae-25-0.tcore2.mln-mia  0.0%     5  104.1 105.1 103.9 109.2   2.3
  6.|-- if-ae-1-2.tcore1.mln-miam  0.0%     5  130.7 133.6 130.7 145.1   6.4
  7.|-- if-ae-7-2.tcore1.aeq-ashb  0.0%     5  130.5 130.7 130.5 130.9   0.1
  8.|-- 63.243.137.133             0.0%     5  131.4 130.8 130.3 131.4   0.5
  9.|-- if-ae-12-2.tcore4.njy-new  0.0%     5  131.1 131.3 131.1 131.7   0.2
 10.|-- if-ae-1-3.tcore3.njy-newa  0.0%     5  130.7 131.9 130.7 135.6   2.1
 11.|-- 209.58.124.6               0.0%     5  319.6 319.5 319.4 319.7   0.1
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- 219.65.110.190.static-ban  0.0%     5  343.6 343.1 342.9 343.6   0.3
 14.|-- 138.197.249.1              0.0%     5  343.3 343.4 343.3 343.7   0.2
 15.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 103.43.75.188 ##########################
Start: 2021-06-20T14:18:25+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.5   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.4   0.4   0.3   0.5   0.0
  3.|-- 198.18.202.109             0.0%     5   54.8  56.1  54.8  57.0   0.8
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.3 100.4 100.3 100.5   0.1
  5.|-- 100ge0-34.core2.hou1.he.n  0.0%     5  135.7 135.8 135.7 135.9   0.1
  6.|-- 100ge11-2.core1.dal1.he.n  0.0%     5  134.9 135.0 134.9 135.5   0.2
  7.|-- 100ge0-75.core3.dal1.he.n  0.0%     5  135.0 135.0 134.9 135.1   0.1
  8.|-- 100ge2-2.core4.fmt2.he.ne  0.0%     5  162.6 145.9 141.7 162.6   9.3
  9.|-- 100ge10-1.core1.sjc1.he.n  0.0%     5  141.9 142.1 141.9 143.1   0.5
 10.|-- 100ge0-26.core2.sjc1.he.n  0.0%     5  142.2 142.4 142.2 142.8   0.2
 11.|-- 100ge0-29.core2.syd1.he.n  0.0%     5  352.4 352.5 352.3 352.6   0.1
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 155.138.149.235 ##########################
Start: 2021-06-20T14:18:38+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.5   0.1
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.4   0.3   0.5   0.1
  3.|-- 198.18.202.109             0.0%     5   56.3  55.5  54.7  56.3   0.7
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.5 100.4 100.3 100.5   0.1
  5.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  6.|-- 100ge16-1.core1.atl1.he.n  0.0%     5  129.3 129.4 129.3 129.5   0.1
  7.|-- 100ge16-1.core1.chi1.he.n  0.0%     5  135.2 135.4 135.2 135.6   0.1
  8.|-- 100ge2-2.core2.chi1.he.ne  0.0%     5  135.2 136.1 135.2 139.0   1.7
  9.|-- port-channel4.core3.chi1.  0.0%     5  153.8 142.0 135.6 153.8   7.9
 10.|-- 100ge6-1.core1.tor1.he.ne 80.0%     5  150.0 150.0 150.0 150.0   0.0
 11.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- 155.138.149.235.vultr.com 80.0%     5  137.6 137.6 137.6 137.6   0.0
################ 45.9.250.194 ##########################
Start: 2021-06-20T14:18:52+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   6.1   0.2  29.2  12.9
  3.|-- 198.18.202.109             0.0%     5   54.9  55.1  54.7  56.4   0.7
  4.|-- v1103.core1.mia1.he.net    0.0%     5  101.5 100.6 100.3 101.5   0.5
  5.|-- 100ge11-1.core1.atl1.he.n  0.0%     5  128.2 128.3 128.2 128.3   0.1
  6.|-- 100ge0-35.core1.orf1.he.n  0.0%     5  132.7 132.8 132.6 132.9   0.1
  7.|-- 100ge0-36.core1.orf2.he.n  0.0%     5  129.9 130.0 129.9 130.1   0.1
  8.|-- 100ge0-34.core1.bio1.he.n  0.0%     5  237.4 222.4 218.6 237.4   8.4
  9.|-- port-channel1.core2.mrs1.  0.0%     5  211.3 211.3 211.2 211.4   0.1
 10.|-- 100ge13-1.core1.mrs1.he.n  0.0%     5  216.5 216.7 216.4 217.5   0.5
 11.|-- 10ge14-1.core1.dxb1.he.ne  0.0%     5  333.7 333.8 333.6 333.9   0.1
 12.|-- bb1.dxb1.ae                0.0%     5  314.5 314.6 314.5 314.8   0.1
 13.|-- 83.97.21.131               0.0%     5  334.8 347.5 334.8 382.2  19.7
 14.|-- 193.27.15.221              0.0%     5  314.6 314.8 314.6 314.9   0.1
 15.|-- 45.9.250.194               0.0%     5  314.5 314.6 314.5 314.8   0.1
################ 140.82.28.189 ##########################
Start: 2021-06-20T14:19:09+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.3   0.2   0.5   0.1
  3.|-- 198.18.202.109             0.0%     5   56.4  56.2  54.8  57.6   1.0
  4.|-- 206.41.108.73             80.0%     5  104.8 104.8 104.8 104.8   0.0
  5.|-- 10.73.2.14                 0.0%     5  104.9 107.3 104.6 117.4   5.7
  6.|-- 10.73.0.234                0.0%     5  104.0 104.0 104.0 104.0   0.0
  7.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  8.|-- 140.82.28.189.vultr.com    0.0%     5  104.1 104.1 104.1 104.1   0.0
################ 206.81.27.255 ##########################
Start: 2021-06-20T14:19:22+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.5   0.4   0.9   0.2
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.3   0.2   0.5   0.1
  3.|-- 198.18.202.109             0.0%     5   54.8  55.5  54.8  56.9   1.0
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.4 100.4 100.3 100.4   0.0
  5.|-- 100ge11-1.core1.atl1.he.n  0.0%     5  128.3 128.3 128.2 128.7   0.2
  6.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  130.9 131.0 130.6 131.8   0.5
  7.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  135.4 135.4 135.4 135.5   0.1
  8.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  213.3 213.3 213.3 213.4   0.1
  9.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 10.|-- 138.197.244.91             0.0%     5  216.5 211.8 209.8 216.5   2.9
 11.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- 206.81.27.255              0.0%     5  210.0 210.2 210.0 210.5   0.2
################ 46.101.233.246 ##########################
Start: 2021-06-20T14:19:35+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.2   0.2   0.4   0.1
  3.|-- 198.18.202.109             0.0%     5   56.0  55.9  54.7  57.8   1.3
  4.|-- v1103.core1.mia1.he.net    0.0%     5  101.2 100.5 100.3 101.2   0.4
  5.|-- 100ge0-35.core2.jax1.he.n 80.0%     5  106.8 106.8 106.8 106.8   0.0
  6.|-- 100ge16-1.core1.atl1.he.n  0.0%     5  129.4 129.4 129.3 129.6   0.1
  7.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  134.6 136.9 134.6 138.1   1.4
  8.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  135.9 136.0 135.8 136.5   0.3
  9.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  213.7 213.8 213.7 213.9   0.1
 10.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 11.|-- 138.197.244.67             0.0%     5  212.8 214.2 212.7 219.7   3.1
 12.|-- 138.197.250.142            0.0%     5  213.1 213.2 213.1 213.3   0.1
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 15.|-- 46.101.233.246             0.0%     5  212.8 212.9 212.8 213.2   0.2
################ 164.90.163.104 ##########################
Start: 2021-06-20T14:19:48+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5   29.7   6.2   0.2  29.7  13.1
  3.|-- 198.18.202.109             0.0%     5   56.8  55.4  54.8  56.8   0.9
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.4 100.4 100.2 100.6   0.1
  5.|-- 100ge0-36.core2.tpa1.he.n  0.0%     5  105.1 109.4 105.1 126.0   9.3
  6.|-- 100ge5-2.core1.atl1.he.ne  0.0%     5  129.1 129.0 129.0 129.1   0.1
  7.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  133.3 132.7 132.3 133.4   0.6
  8.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  137.0 137.1 137.0 137.3   0.1
  9.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  215.1 215.2 214.9 216.3   0.6
 10.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 11.|-- 138.197.244.91             0.0%     5  211.6 211.6 211.5 211.7   0.1
 12.|-- 138.197.250.156            0.0%     5  212.0 212.0 212.0 212.1   0.1
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 15.|-- 164.90.163.104             0.0%     5  211.7 211.6 211.5 211.7   0.1
################ 46.101.180.139 ##########################
Start: 2021-06-20T14:20:01+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    2.1   1.8   0.4   5.4   2.1
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.2   0.2   0.3   0.1
  3.|-- 198.18.202.109             0.0%     5   55.1  55.6  54.7  56.4   0.8
  4.|-- v1103.core1.mia1.he.net    0.0%     5  100.5 100.7 100.3 101.8   0.6
  5.|-- 100ge0-35.core2.jax1.he.n 60.0%     5  106.7 107.1 106.7 107.5   0.6
  6.|-- 100ge16-1.core1.atl1.he.n  0.0%     5  129.5 129.6 129.5 129.7   0.1
  7.|-- 100ge3-1.core1.ash1.he.ne  0.0%     5  132.2 132.2 132.1 132.2   0.0
  8.|-- 100ge1-1.core1.nyc4.he.ne  0.0%     5  137.1 137.1 137.0 137.1   0.1
  9.|-- 100ge7-1.core1.lon2.he.ne  0.0%     5  216.3 215.2 214.8 216.3   0.6
 10.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 11.|-- 138.197.244.91             0.0%     5  212.6 211.7 211.3 212.6   0.5
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 15.|-- 46.101.180.139             0.0%     5  211.7 211.9 211.7 212.1   0.2
################ 66.203.112.36 ##########################
Start: 2021-06-20T14:20:15+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   8.2   0.2  37.7  16.5
  3.|-- 195.22.221.78              0.0%     5    1.1   1.1   0.9   1.6   0.3
  4.|-- 89.221.41.187              0.0%     5  104.6 104.5 104.4 104.7   0.1
  5.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  6.|-- be2027.ccr22.mia01.atlas.  0.0%     5  104.7 104.7 104.7 104.8   0.1
  7.|-- be3570.ccr42.iah01.atlas.  0.0%     5  131.2 131.2 131.1 131.3   0.0
  8.|-- be2443.ccr32.dfw01.atlas.  0.0%     5  136.5 136.6 136.5 136.7   0.1
  9.|-- be2433.ccr22.mci01.atlas.  0.0%     5  146.4 146.3 146.1 146.4   0.1
 10.|-- be3036.ccr22.den01.atlas.  0.0%     5  157.6 157.7 157.6 157.8   0.1
 11.|-- be3038.ccr32.slc01.atlas.  0.0%     5  168.2 168.0 167.9 168.2   0.1
 12.|-- be2029.ccr22.sea02.atlas.  0.0%     5  188.2 188.3 188.0 188.8   0.3
 13.|-- be2670.ccr21.pdx01.atlas.  0.0%     5  191.2 191.3 191.2 191.5   0.1
 14.|-- be2216.ccr51.pdx02.atlas.  0.0%     5  192.0 192.1 192.0 192.2   0.1
 15.|-- be2237.ccr51.syd01.atlas.  0.0%     5  324.6 324.7 324.6 324.7   0.0
################ 45.87.213.182 ##########################
Start: 2021-06-20T14:20:30+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.5   0.4   0.8   0.2
  2.|-- 10.10.0.1                  0.0%     5    0.4   0.4   0.2   0.6   0.1
  3.|-- 198.18.202.109             0.0%     5   56.4  55.3  54.6  56.4   0.7
  4.|-- v1103.core1.mia1.he.net    0.0%     5  109.7 109.8 100.5 113.3   5.4
  5.|-- 100ge0-35.core2.jax1.he.n 40.0%     5  106.8 106.9 106.8 107.0   0.1
  6.|-- 100ge16-1.core1.atl1.he.n  0.0%     5  130.4 129.6 129.4 130.4   0.4
  7.|-- 100ge16-1.core1.chi1.he.n  0.0%     5  135.3 135.3 135.2 135.4   0.1
  8.|-- 100ge2-2.core2.chi1.he.ne  0.0%     5  135.4 135.8 135.3 137.4   0.9
  9.|-- 100ge14-2.core1.msp1.he.n  0.0%     5  146.9 147.1 146.9 147.5   0.3
 10.|-- 100ge11-2.core1.sea1.he.n  0.0%     5  148.1 148.1 147.9 148.2   0.1
 11.|-- 100ge11-2.core1.tyo1.he.n  0.0%     5  301.1 301.2 300.9 302.3   0.6
 12.|-- 218.100.7.101              0.0%     5  265.9 265.9 265.7 266.3   0.2
 13.|-- vlan2931.agg1.tyo1.jp.m24  0.0%     5  265.8 265.8 265.7 266.0   0.1
 14.|-- 37.120.220.19              0.0%     5  266.3 266.3 266.2 266.6   0.2
 15.|-- 45.87.213.182              0.0%     5  265.8 265.9 265.7 266.2   0.2
################ 149.28.86.237 ##########################
Start: 2021-06-20T14:20:45+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.6   0.5   0.4   0.6   0.1
  2.|-- 10.10.0.1                  0.0%     5   51.4  10.5   0.2  51.4  22.8
